Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original,Main_Genre,Mapped_Genre_ID,Mapped_Type_ID
"""Iron Man: Armored Adventures""",tv,"Drama, Romance",2017,7.3,False,Drama,35,1.0
"""El Cartel de los Sapos""",tv,"Crime, Drama, Thriller",2017,6.9,False,Crime,29,1.0
"""nan""",tv,Drama,2017,6.0,False,Drama,35,1.0
"""Ties of Shooting Stars""",tv,"Animation, Comedy, Family",2017,5.6,False,Animation,12,1.0
"""Upin & Ipin""",tv,"Action, Adventure, Comedy",2017,7.1,False,Action,1,1.0
"""Shaka Zulu""",tv,"Animation, Comedy, Family",2017,6.8,False,Animation,12,1.0
"""RuPaul's Drag Race""",tv,"Animation, Drama, Thriller",2017,7.7,False,Animation,12,1.0
"""nan""",tv,Romance,2018,4.9,False,Romance,73,1.0
"""Rebelde Way""",tv,Documentary,2016,7.2,False,Documentary,34,1.0
"""Archer""",tv,"Comedy, Drama, Romance",2018,7.9,False,Comedy,23,1.0
"""True Blood""",tv,"Fantasy, Romance",2017,7.2,False,Fantasy,40,1.0
"""Action Pack""",tv,"Biography, Crime, Drama",2017,7.6,False,Biography,16,1.0
"""Bob the Builder""",tv,Comedy,2017,6.9,False,Comedy,23,1.0
"""Intervention""",tv,"Action, Adventure, Animation",2017,8.3,False,Action,1,1.0
"""Pasión de gavilanes""",tv,Comedy,2017,6.6,False,Comedy,23,1.0
"""Gantz""",tv,"Action, Comedy, Drama",2017,6.2,False,Action,1,1.0
"""Benidorm""",tv,"Comedy, Drama, Romance",2017,7.4,False,Comedy,23,1.0
"""Space Goofs""",tv,"Comedy, Crime, Drama",2017,6.5,False,Comedy,23,1.0
"""Berlin, Berlin""",tv,"Action, Adventure, Drama",2018,8.1,False,Action,1,1.0
"""Peppa Pig""",tv,"Drama, Fantasy, Horror",2017,6.2,False,Drama,35,1.0
"""Dragon Ball""",tv,Drama,2018,8.0,False,Drama,35,1.0
"""Outnumbered""",tv,"Crime, Drama, Mystery",2018,7.2,False,Crime,29,1.0
"""Dragon Ball Z""",tv,"Drama, History",2015,7.5,False,Drama,35,1.0
"""Heartbreak High""",tv,"Action, Drama, History",1997,8.0,False,Action,1,1.0
"""Flipping Out""",tv,"Drama, Horror, Mystery",2018,8.5,False,Drama,35,1.0
"""Dennou Coil""",tv,Comedy,2017,6.8,False,Comedy,23,1.0
"""Inspector George Gently""",tv,Documentary,2017,8.8,False,Documentary,34,1.0
"""He Who Can't Marry""",tv,"Reality-TV, Romance",2017,7.5,False,Reality-TV,72,1.0
"""Death Note""",tv,"Drama, Romance",2017,6.2,False,Drama,35,1.0
"""Secret Diary of a Call Girl""",tv,"Animation, Drama, Fantasy",2017,7.0,False,Animation,12,1.0
"""Survivor""",tv,"Action, Adventure, Animation",2018,7.2,False,Action,1,1.0
"""Super Why!""",tv,Documentary,2015,8.2,False,Documentary,34,1.0
"""Keeping Up with the Kardashians""",tv,Documentary,2017,8.6,False,Documentary,34,1.0
"""Heartland""",tv,Talk-Show,2018,6.2,False,Talk-Show,100,1.0
"""Adventure Time""",tv,"Action, Adventure, Drama",2017,6.8,False,Action,1,1.0
"""Vientos de agua""",tv,"Comedy, Crime, Drama",2017,8.1,False,Comedy,23,1.0
"""Strawberry Shortcake""",tv,Comedy,2017,6.8,False,Comedy,23,1.0
"""Anne of Green Gables""",tv,"Drama, Mystery, Thriller",2017,7.0,False,Drama,35,1.0
"""Wild Angel""",tv,"Comedy, Drama",2017,7.9,False,Comedy,23,1.0
"""Boys Over Flowers""",tv,"Action, Adventure, Animation",2017,8.2,False,Action,1,1.0
"""Mononoke""",tv,"Adventure, Animation, Comedy",2017,7.0,False,Adventure,8,1.0
"""Little Princess""",tv,"Crime, Mystery, Romance",2017,7.5,False,Crime,29,1.0
"""The Pacific""",tv,"Comedy, Drama, Family",2016,6.1,False,Comedy,23,1.0
"""Whitechapel""",tv,"Comedy, Drama, Sci-Fi",2018,7.6,False,Comedy,23,1.0
"""Scooby-Doo! Mystery Incorporated""",tv,"Action, Crime",2014,6.3,False,Action,1,1.0
"""The Vampire Diaries""",tv,"Action, Drama, Western",2017,8.2,False,Action,1,1.0
"""Community""",tv,"Adventure, Animation, Family",2017,6.3,False,Adventure,8,1.0
"""The Garfield Show""",tv,"Action, Crime, Drama",2019,8.4,False,Action,1,1.0
"""Three Kingdoms""",tv,"Action, Adventure, Comedy",2014,7.3,False,Action,1,1.0
"""The Search""",tv,"Drama, History",2017,6.5,False,Drama,35,1.0
"""Royal Pains""",tv,"Crime, Drama, Mystery",2016,6.1,False,Crime,29,1.0
"""Future Boy Conan""",tv,"Biography, Documentary, Drama",2017,7.0,False,Biography,16,1.0
"""The Syndicate""",tv,"Adventure, Comedy, Drama",2017,6.6,False,Adventure,8,1.0
"""Pororo the Little Penguin""",tv,"Comedy, Drama",2017,7.9,False,Comedy,23,1.0
"""Sherlock""",tv,Drama,2017,7.1,False,Drama,35,1.0
"""Mobile Suit Gundam SEED""",tv,"Action, Crime, Drama",2017,7.9,False,Action,1,1.0
"""The Hospital""",tv,"Adventure, Animation, Family",2017,6.4,False,Adventure,8,1.0
"""H""",tv,"Crime, Documentary",2017,7.5,False,Crime,29,1.0
"""nan""",tv,Documentary,2017,6.6,False,Documentary,34,1.0
"""Magical DoReMi""",tv,"Animation, Drama, Fantasy",2017,7.7,False,Animation,12,1.0
"""Absolute Boyfriend""",tv,"Crime, Documentary",2013,7.7,False,Crime,29,1.0
"""Bo on the GO!""",tv,"Action, Adventure, Animation",2016,7.0,False,Action,1,1.0
"""Odoru daisosasen""",tv,"Action, Animation, Drama",2017,7.7,False,Action,1,1.0
"""Beautiful Life""",tv,Drama,2018,7.8,False,Drama,35,1.0
"""Dinosaur King""",tv,"Action, Animation, Drama",2018,7.7,False,Action,1,1.0
"""The Staircase""",tv,"Action, Adventure, Animation",2017,5.9,False,Action,1,1.0
"""White Collar""",tv,"Drama, Fantasy, Romance",2017,8.2,False,Drama,35,1.0
"""Gurren Lagann""",tv,"Comedy, Drama, Romance",2017,8.0,False,Comedy,23,1.0
"""Mobile Suit Gundam""",tv,"Crime, Drama, Thriller",2017,7.6,False,Crime,29,1.0
"""Eden of the East""",tv,"Comedy, Documentary",2017,7.6,False,Comedy,23,1.0
"""Pawn Stars""",tv,"Drama, Fantasy, Horror",2017,5.1,False,Drama,35,1.0
"""Parenthood""",tv,"Crime, Drama, Mystery",2017,7.4,False,Crime,29,1.0
"""nan""",tv,"Action, Adventure, Animation",2016,5.3,False,Action,1,1.0
"""One Outs""",tv,"Animation, Family",2014,6.1,False,Animation,12,1.0
"""Sammy & Co""",tv,"Animation, Comedy, Romance",2017,7.8,False,Animation,12,1.0
"""The Way We Were""",tv,Documentary,2017,7.4,False,Documentary,34,1.0
"""The File of Young Kindaichi""",tv,Family,2017,5.0,False,Family,37,1.0
"""Beach Boys""",tv,"Action, Adventure, Animation",2016,6.7,False,Action,1,1.0
"""Costa!""",tv,"Animation, Comedy, Family",2014,8.8,False,Animation,12,1.0
"""The Keepers""",tv,Drama,2007,6.2,False,Drama,35,1.0
"""nan""",tv,Comedy,2017,7.4,False,Comedy,23,1.0
"""Boys Over Flowers""",tv,"Adventure, Animation, Comedy",2016,7.2,False,Adventure,8,1.0
"""The Prince of Tennis""",tv,"Action, Crime, Drama",2016,6.1,False,Action,1,1.0
"""Rurouni Kenshin""",tv,"Action, Adventure, Animation",2019,8.4,False,Action,1,1.0
"""Swap Shop""",tv,"Adventure, Animation, Comedy",2017,6.1,False,Adventure,8,1.0
"""nan""",tv,"Biography, Documentary",2017,6.8,False,Biography,16,1.0
"""Dresden""",tv,"Comedy, Romance, Sci-Fi",2017,8.0,False,Comedy,23,1.0
"""The Fix""",tv,"Action, Adventure, Animation",2019,7.9,False,Action,1,1.0
"""Shinchan""",tv,"Crime, Drama, Thriller",2017,6.7,False,Crime,29,1.0
"""Yu Yu Hakusho: Ghost Files""",tv,"Crime, Drama, Mystery",2018,7.3,False,Crime,29,1.0
"""Dinosaur Train""",tv,"Comedy, Drama",2017,8.4,False,Comedy,23,1.0
"""Hoarders""",tv,"Drama, Romance",2017,8.1,False,Drama,35,1.0
"""Monster""",tv,"Drama, Romance",2017,6.7,False,Drama,35,1.0
"""Detective Conan""",tv,"Documentary, Talk-Show",2017,7.4,False,Documentary,34,1.0
"""Bleach""",tv,Reality-TV,2017,7.0,False,Reality-TV,72,1.0
"""Cowboy Bebop""",tv,"Animation, Comedy, Horror",2017,7.6,False,Animation,12,1.0
"""Regular Show""",tv,"Drama, Fantasy, Mystery",2017,7.8,False,Drama,35,1.0
"""Victorious""",tv,"Animation, Comedy, Family",2017,7.9,False,Animation,12,1.0
"""Big Time Rush""",tv,"Action, Adventure, Comedy",2019,7.8,False,Action,1,1.0
"""Xia Yi Zhan, Xing Fu""",tv,"Action, Adventure, Comedy",2017,6.7,False,Action,1,1.0
"""Das Haus Anubis""",tv,"Fantasy, Romance",2017,6.6,False,Fantasy,40,1.0
"""The Mafia Dolls""",tv,"Action, Adventure, Animation",2017,6.1,False,Action,1,1.0
"""You Are Beautiful""",tv,"Comedy, Fantasy, Horror",2017,7.9,False,Comedy,23,1.0
"""Iris""",tv,"Documentary, Reality-TV",2017,7.9,False,Documentary,34,1.0
"""Lupin the Third""",tv,"Adventure, Drama, Horror",2018,7.9,False,Adventure,8,1.0
"""Rookie Blue""",tv,"Action, Animation, Drama",2018,7.6,False,Action,1,1.0
"""La Reina del Sur""",tv,"Animation, Drama, Family",2018,8.4,False,Animation,12,1.0
"""Digimon: Digital Monsters""",tv,Comedy,2017,7.4,False,Comedy,23,1.0
"""30 for 30""",tv,"Comedy, Drama, Romance",2017,6.7,False,Comedy,23,1.0
"""Gun x Sword""",tv,"Action, Drama, Thriller",2018,8.1,False,Action,1,1.0
"""Code Geass""",tv,Reality-TV,2017,5.3,False,Reality-TV,72,1.0
"""Eyeshield 21""",tv,"Comedy, Drama, Romance",2017,8.0,False,Comedy,23,1.0
"""Dragon Sakura""",tv,Drama,2010,8.0,False,Drama,35,1.0
"""Naruto: Shippuden""",tv,"Action, Adventure, Crime",2018,7.5,False,Action,1,1.0
"""Fullmetal Alchemist: Brotherhood""",tv,"Crime, Drama",2018,7.7,False,Crime,29,1.0
"""Blue Mountain State""",tv,"Comedy, Drama, Family",2017,6.5,False,Comedy,23,1.0
"""Chhota Bheem""",tv,"Crime, Mystery, Thriller",2017,7.0,False,Crime,29,1.0
"""Geronimo Stilton""",tv,"Drama, Mystery",2018,8.1,False,Drama,35,1.0
"""Mister Maker""",tv,"Adventure, Drama, Family",2018,7.3,False,Adventure,8,1.0
"""Pasta""",tv,"Action, Crime, Drama",2017,7.4,False,Action,1,1.0
"""Personal Taste""",tv,"Animation, Drama, Romance",2018,7.4,False,Animation,12,1.0
"""The Qin Empire""",tv,"Drama, Reality-TV",2017,7.8,False,Drama,35,1.0
"""Ben & Holly's Little Kingdom""",tv,"Crime, Drama, Mystery",2017,7.3,False,Crime,29,1.0
"""The Real Housewives of Beverly Hills""",tv,"Action, Drama, Romance",2018,8.7,False,Action,1,1.0
"""Frog & Friends""",tv,"Action, Comedy, Sci-Fi",2018,5.1,False,Action,1,1.0
"""Dance Academy""",tv,"Comedy, Documentary, History",2017,7.9,False,Comedy,23,1.0
"""The Looney Tunes Show""",tv,"Action, Crime, Drama",2016,7.9,False,Action,1,1.0
"""Ancient Aliens""",tv,"Crime, Documentary",2017,7.3,False,Crime,29,1.0
"""The World That They Live In""",tv,"Comedy, Drama",1995,5.3,False,Comedy,23,1.0
"""Transformers Prime""",tv,Animation,2015,6.6,False,Animation,12,1.0
"""La niñera""",tv,Drama,2018,6.7,False,Drama,35,1.0
"""Young Justice""",tv,"Adventure, Animation, Comedy",2018,8.1,False,Adventure,8,1.0
"""My Girlfriend Is a Gumiho""",tv,"Action, Animation, Fantasy",2018,5.4,False,Action,1,1.0
"""Ranczo""",tv,"Animation, Comedy, Drama",2017,7.0,False,Animation,12,1.0
"""nan""",tv,"Animation, Drama, Mystery",2018,6.9,False,Animation,12,1.0
"""My Little Pony: Friendship Is Magic""",tv,"Animation, Comedy",2018,6.9,False,Animation,12,1.0
"""The Legend of Korra""",tv,Comedy,2018,8.5,False,Comedy,23,1.0
"""Downton Abbey""",tv,Documentary,2018,7.2,False,Documentary,34,1.0
"""Nodame Cantabile""",tv,Talk-Show,2018,7.8,False,Talk-Show,100,1.0
"""Chi's Sweet Home""",tv,"Comedy, Drama",2018,7.0,False,Comedy,23,1.0
"""Qianlong Dynasty""",tv,"Drama, Western",2017,7.6,False,Drama,35,1.0
"""Shameless""",tv,Drama,2018,7.6,False,Drama,35,1.0
"""Rake""",tv,"Adventure, Animation, Comedy",2018,6.0,False,Adventure,8,1.0
"""Friday Night Dinner""",tv,"Adventure, Documentary",2018,8.3,False,Adventure,8,1.0
"""Chloe's Closet""",tv,"Crime, Documentary",2018,8.1,False,Crime,29,1.0
"""Sungkyunkwan Scandal""",tv,"Drama, Thriller",2018,4.7,False,Drama,35,1.0
"""The Great British Baking Show""",tv,"Drama, Thriller",2018,6.8,False,Drama,35,1.0
"""Gold Rush""",tv,"Comedy, Drama",2018,7.4,False,Comedy,23,1.0
"""Master Keaton""",tv,Documentary,2017,6.6,False,Documentary,34,1.0
"""Claymore""",tv,"Biography, Crime, Documentary",2018,6.8,False,Biography,16,1.0
"""Oishinbo""",tv,"Comedy, Drama",2018,8.2,False,Comedy,23,1.0
"""Bananaman""",tv,Comedy,2018,6.7,False,Comedy,23,1.0
"""The Wiggles""",tv,"Biography, Crime, Drama",2018,7.8,False,Biography,16,1.0
"""House of Anubis""",tv,"Drama, Mystery, Sci-Fi",2018,6.3,False,Drama,35,1.0
"""Wild Kratts""",tv,"Action, Crime, Drama",2018,7.5,False,Action,1,1.0
"""Bobobo-bo Bo-bobo""",tv,"Drama, Family",2018,9.0,False,Drama,35,1.0
"""Face Off""",tv,"Adventure, Animation, Family",2018,6.3,False,Adventure,8,1.0
"""Honey and Clover""",tv,"Crime, Drama, Thriller",2018,7.2,False,Crime,29,1.0
"""Cardcaptor Sakura""",tv,"Animation, Comedy, Family",2018,5.8,False,Animation,12,1.0
"""Zatch Bell!""",tv,"Drama, Mystery, Romance",2018,7.8,False,Drama,35,1.0
"""Berserk""",tv,"Drama, Sci-Fi, Thriller",2018,6.3,False,Drama,35,1.0
"""City Hunter""",tv,"Comedy, Drama",2018,7.8,False,Comedy,23,1.0
"""Kurokawa no techou""",tv,"Action, Adventure, Animation",2018,8.0,False,Action,1,1.0
"""Fruits Basket""",tv,"Crime, Drama, Mystery",2018,6.8,False,Crime,29,1.0
"""Graveyard Kitaro""",tv,"Documentary, Sport",2016,6.9,False,Documentary,34,1.0
"""Surviving Death""",tv,Animation,2018,4.6,False,Animation,12,1.0
"""The Octonauts""",tv,"Drama, Fantasy, Mystery",2018,6.4,False,Drama,35,1.0
"""The Amazing World of Gumball""",tv,"Action, Adventure, Animation",2015,8.3,False,Action,1,1.0
"""Secret Garden""",tv,"Comedy, Drama, Family",2018,7.5,False,Comedy,23,1.0
"""Black & White""",tv,"Comedy, Drama",2017,8.1,False,Comedy,23,1.0
"""The Voice""",tv,Reality-TV,2018,8.5,False,Reality-TV,72,1.0
"""Suits""",tv,"Action, Drama, Thriller",2006,4.9,False,Action,1,1.0
"""Startling by Each Step""",tv,"Crime, Drama, Thriller",2018,8.0,False,Crime,29,1.0
"""Dream High""",tv,"Adventure, Animation, Comedy",2015,5.3,False,Adventure,8,1.0
"""One Piece""",tv,"Comedy, Drama",2018,7.4,False,Comedy,23,1.0
"""Fullmetal Alchemist""",tv,"Documentary, Music",2018,7.1,False,Documentary,34,1.0
"""American Ninja Warrior""",tv,"Comedy, Talk-Show",2018,7.1,False,Comedy,23,1.0
"""Tiger & Dragon""",tv,"Documentary, Reality-TV, Sport",2018,7.2,False,Documentary,34,1.0
"""Love and Hip Hop: New York""",tv,"Horror, Mystery, Thriller",2017,5.0,False,Horror,50,1.0
"""RuPaul's Drag Race: Untucked!""",tv,"Action, Comedy, Drama",2018,8.4,False,Action,1,1.0
"""Blanche""",tv,"Drama, Fantasy, Romance",2018,7.8,False,Drama,35,1.0
"""Blue Exorcist""",tv,"Animation, Drama, Family",2018,8.2,False,Animation,12,1.0
"""19-2""",tv,Drama,2018,6.7,False,Drama,35,1.0
"""Ninjago: Masters of Spinjitzu""",tv,"Comedy, Crime, Drama",2018,8.3,False,Comedy,23,1.0
"""Transformers: Rescue Bots""",tv,"Drama, Mystery, Romance",2018,7.1,False,Drama,35,1.0
"""Love You""",tv,"Biography, Documentary, History",2018,8.0,False,Biography,16,1.0
"""Angelo Rules""",tv,"Drama, Horror, Mystery",2018,6.3,False,Drama,35,1.0
"""You've Fallen for Me""",tv,Drama,2018,7.8,False,Drama,35,1.0
"""Puella Magi Madoka Magica""",tv,"Animation, Comedy, Drama",2018,7.8,False,Animation,12,1.0
"""Anohana: The Flower We Saw That Day""",tv,"Adventure, Documentary",2018,7.7,False,Adventure,8,1.0
"""Tiger & Bunny""",tv,Drama,2018,7.7,False,Drama,35,1.0
"""The Hour""",tv,"Action, Animation, Crime",2018,7.1,False,Action,1,1.0
"""Love in the Wild""",tv,"Crime, Drama, Thriller",2018,7.9,False,Crime,29,1.0
"""Call the Midwife""",tv,"Crime, Documentary",2018,7.8,False,Crime,29,1.0
"""The Sinner""",tv,"Crime, Documentary",2018,8.1,False,Crime,29,1.0
"""Oscar's Oasis""",tv,"Adventure, Animation, Comedy",2018,6.5,False,Adventure,8,1.0
"""Zig & Sharko""",tv,"Animation, Comedy, Drama",2018,6.7,False,Animation,12,1.0
"""Hannibal""",tv,"Documentary, Reality-TV, Talk-Show",2018,7.2,False,Documentary,34,1.0
"""Protect the Boss""",tv,"Action, Animation, Sci-Fi",2018,6.3,False,Action,1,1.0
"""Daniel Tiger's Neighborhood""",tv,"Game-Show, Reality-TV",2018,7.4,False,Game-Show,42,1.0
"""Office Girls""",tv,Documentary,2014,6.5,False,Documentary,34,1.0
"""The Fierce Wife""",tv,"Drama, Romance",2018,7.9,False,Drama,35,1.0
"""Lauras Stern""",tv,Documentary,2014,7.0,False,Documentary,34,1.0
"""Fresh Meat""",tv,"Action, Adventure, Animation",2017,6.5,False,Action,1,1.0
"""Monaco Franze - Der ewige Stenz""",tv,"Action, Adventure, Crime",2017,6.6,False,Action,1,1.0
"""The Weissensee Saga""",tv,"Crime, Drama, Music",2019,6.8,False,Crime,29,1.0
"""Mord mit Aussicht""",tv,"Drama, Mystery, Thriller",2018,4.9,False,Drama,35,1.0
"""I Cesaroni""",tv,"Animation, Drama, Mystery",2018,8.4,False,Animation,12,1.0
"""I liceali""",tv,"Action, Adventure, Animation",2015,8.2,False,Action,1,1.0
"""Tutti pazzi per amore""",tv,"Crime, Drama, Romance",2018,7.7,False,Crime,29,1.0
"""The Glamorous Imperial Concubine""",tv,"Animation, Fantasy",2018,5.8,False,Animation,12,1.0
"""Top Chef""",tv,"Drama, Mystery, Thriller",2017,7.0,False,Drama,35,1.0
"""Antarctica""",tv,Comedy,2018,8.4,False,Comedy,23,1.0
"""Top Boy""",tv,Drama,2018,6.8,False,Drama,35,1.0
"""Black Mirror""",tv,"Adventure, Animation, Drama",2018,6.9,False,Adventure,8,1.0
"""Mako Mermaids""",tv,"Drama, Romance",2018,8.1,False,Drama,35,1.0
"""The Boat""",tv,"Crime, Drama, History",2018,6.9,False,Crime,29,1.0
"""The Red Band Society""",tv,"Documentary, Reality-TV",2018,7.1,False,Documentary,34,1.0
"""Hemlock Grove""",tv,"Action, Comedy, Drama",2018,3.8,False,Action,1,1.0
"""Lilyhammer""",tv,"Action, Adventure, Animation",2018,5.7,False,Action,1,1.0
"""Mr. D""",tv,"Biography, Documentary",2017,7.2,False,Biography,16,1.0
"""SKET Dance""",tv,"Animation, Comedy, Romance",2018,7.5,False,Animation,12,1.0
"""Borgen""",tv,"Adventure, Animation, Drama",2018,7.3,False,Adventure,8,1.0
"""Steins;Gate""",tv,"Animation, Fantasy, Sci-Fi",2018,6.8,False,Animation,12,1.0
"""Slam Dunk""",tv,"Action, Animation, Comedy",2018,5.8,False,Action,1,1.0
"""Fighting Spirit""",tv,"Drama, Fantasy, History",2018,7.8,False,Drama,35,1.0
"""Akagi""",tv,"Crime, Drama, Sci-Fi",2018,7.0,False,Crime,29,1.0
"""Hotaru no Hikari: It's Only A Little Light in My Life""",tv,Drama,2018,5.6,False,Drama,35,1.0
"""Love & Hip Hop: Atlanta""",tv,"Comedy, Crime, Drama",2018,7.5,False,Comedy,23,1.0
"""Inazuma Eleven""",tv,"Biography, Documentary, Drama",2018,8.1,False,Biography,16,1.0
"""Toradora!""",tv,"Crime, Drama",2017,6.4,False,Crime,29,1.0
"""Alfons Åberg""",tv,"Adventure, Comedy, Drama",2017,7.5,False,Adventure,8,1.0
"""Gyakkyô burai Kaiji""",tv,"Comedy, Romance",2018,7.5,False,Comedy,23,1.0
"""Great Teacher Onizuka""",tv,Comedy,2018,6.8,False,Comedy,23,1.0
"""Miss Fisher's Murder Mysteries""",tv,"Documentary, History, Reality-TV",2018,7.6,False,Documentary,34,1.0
"""Rooftop Prince""",tv,Drama,2016,7.9,False,Drama,35,1.0
"""Horrid Henry""",tv,"Comedy, Romance",2018,7.0,False,Comedy,23,1.0
"""Berlin Alexanderplatz""",tv,"Action, Adventure, Animation",2018,4.8,False,Action,1,1.0
"""Bikie Wars: Brothers in Arms""",tv,"Animation, Comedy, Drama",2018,8.0,False,Animation,12,1.0
"""Pablo Escobar: El Patrón del Mal""",tv,"Biography, Drama, History",2018,8.0,False,Biography,16,1.0
"""Psycho-Pass""",tv,"Drama, Mystery, Thriller",2018,6.8,False,Drama,35,1.0
"""nan""",tv,"Action, Adventure, Drama",2018,6.4,False,Action,1,1.0
"""Braunschlag""",tv,"Crime, Drama, Mystery",2018,8.2,False,Crime,29,1.0
"""Longmire""",tv,Documentary,2018,7.3,False,Documentary,34,1.0
"""Line of Duty""",tv,"Comedy, Romance",2019,7.5,False,Comedy,23,1.0
"""Vikings""",tv,Reality-TV,2018,6.4,False,Reality-TV,72,1.0
"""Magic Kaito""",tv,"Crime, Documentary",2018,7.5,False,Crime,29,1.0
"""Pac-Man and the Ghostly Adventures""",tv,"Adventure, Drama, Mystery",2019,5.3,False,Adventure,8,1.0
"""Wentworth""",tv,"Comedy, Talk-Show",2018,5.6,False,Comedy,23,1.0
"""The Mindy Project""",tv,"Drama, Fantasy, Horror",2018,7.4,False,Drama,35,1.0
"""The Innocent Man""",tv,"Documentary, Sport",2017,6.9,False,Documentary,34,1.0
"""The Bridge""",tv,"Comedy, Romance",2017,6.8,False,Comedy,23,1.0
"""Tayo, the Little Bus""",tv,"Action, Crime, Drama",2018,8.5,False,Action,1,1.0
"""Teen Titans Go!""",tv,"Animation, Comedy",2019,7.4,False,Animation,12,1.0
"""Space Brothers""",tv,"Adventure, Animation, Family",2017,6.8,False,Adventure,8,1.0
"""Chihayafuru""",tv,"Comedy, Drama",2019,8.4,False,Comedy,23,1.0
"""Rookies""",tv,"Adventure, Comedy, Family",2018,6.7,False,Adventure,8,1.0
"""Ushijima the Loan Shark""",tv,"Comedy, Mystery, Romance",2018,8.0,False,Comedy,23,1.0
"""The Moon Embracing the Sun""",tv,"Adventure, Drama, Fantasy",2018,7.2,False,Adventure,8,1.0
"""Dog of Flanders""",tv,"Biography, Documentary, History",2020,9.0,False,Biography,16,1.0
"""Jam: The Drama""",tv,"Comedy, Fantasy, History",2018,7.8,False,Comedy,23,1.0
"""Sam & Cat""",tv,"Comedy, Crime",2017,6.3,False,Comedy,23,1.0
"""Sword Art Online""",tv,"Drama, Fantasy, Mystery",2018,4.8,False,Drama,35,1.0
"""Kuroko's Basketball""",tv,"Action, Adventure, Animation",2018,8.1,False,Action,1,1.0
"""JoJo's Bizarre Adventure""",tv,Documentary,2018,8.0,False,Documentary,34,1.0
"""nan""",tv,Reality-TV,2018,5.7,False,Reality-TV,72,1.0
"""The Hero Yoshihiko""",tv,Drama,2018,6.7,False,Drama,35,1.0
"""I Miss You""",tv,"Action, Drama",2018,5.4,False,Action,1,1.0
"""Doctor X""",tv,Family,2017,6.0,False,Family,37,1.0
"""Binbô danshi""",tv,"Crime, Documentary",2018,8.2,False,Crime,29,1.0
"""Masha and the Bear""",tv,"Adventure, Animation, Drama",2018,7.2,False,Adventure,8,1.0
"""Carrossel""",tv,"Game-Show, Reality-TV",2016,6.0,False,Game-Show,42,1.0
"""Jin""",tv,"Drama, Thriller",2018,7.5,False,Drama,35,1.0
"""Naruto""",tv,"Drama, Horror",2017,5.4,False,Drama,35,1.0
"""Fairy Tail""",tv,"Drama, Fantasy, Horror",2019,6.4,False,Drama,35,1.0
"""Hunter x Hunter""",tv,Action,2018,5.3,False,Action,1,1.0
"""Yakitate!! Japan""",tv,"Comedy, Drama",2018,7.5,False,Comedy,23,1.0
"""Redfern Now""",tv,"Drama, Music, Romance",2018,7.7,False,Drama,35,1.0
"""Kingdom""",tv,"Action, Adventure, Crime",2018,6.8,False,Action,1,1.0
"""MeatEater""",tv,"Comedy, Drama, Sport",2018,6.5,False,Comedy,23,1.0
"""Janet King""",tv,"Adventure, Animation, Comedy",2011,7.0,False,Adventure,8,1.0
"""A Lion in the House""",tv,"Crime, Drama, Thriller",2018,8.0,False,Crime,29,1.0
"""The Blacklist""",tv,"Comedy, Crime, Drama",2018,7.0,False,Comedy,23,1.0
"""Hitler: The Rise of Evil""",tv,"Comedy, Music",2018,4.8,False,Comedy,23,1.0
"""Midnight Diner""",tv,"Animation, Comedy, Family",2016,7.2,False,Animation,12,1.0
"""Vicious""",tv,"Game-Show, Reality-TV",2018,7.0,False,Game-Show,42,1.0
"""That Winter, the Wind Blows""",tv,Drama,2018,8.0,False,Drama,35,1.0
"""The Bridge""",tv,Comedy,2018,6.0,False,Comedy,23,1.0
"""Low Winter Sun""",tv,"Fantasy, History, Romance",2018,7.4,False,Fantasy,40,1.0
"""Into the Badlands""",tv,"Game-Show, Reality-TV",2017,7.0,False,Game-Show,42,1.0
"""The Tom and Jerry Show""",tv,Comedy,2018,5.9,False,Comedy,23,1.0
"""Black Sails""",tv,"Action, Animation, History",2018,6.7,False,Action,1,1.0
"""Last Tango in Halifax""",tv,"Adventure, Animation, Comedy",2018,7.0,False,Adventure,8,1.0
"""Cuckoo""",tv,"Adventure, Animation, Comedy",2018,6.7,False,Adventure,8,1.0
"""Rodzinka.pl""",tv,"Animation, Comedy",2018,6.6,False,Animation,12,1.0
"""Misja Afganistan""",tv,"Action, Animation, Drama",2016,6.8,False,Action,1,1.0
"""Krew z krwi""",tv,Comedy,2018,6.6,False,Comedy,23,1.0
"""Heirs""",tv,"Animation, Comedy, Romance",2018,7.9,False,Animation,12,1.0
"""Paradoks""",tv,"Drama, Fantasy, Horror",2018,7.0,False,Drama,35,1.0
"""Instynkt""",tv,"Comedy, Drama, Romance",2018,7.3,False,Comedy,23,1.0
"""The 100""",tv,"Comedy, Drama, Thriller",2018,6.5,False,Comedy,23,1.0
"""Brooklyn Nine-Nine""",tv,"Drama, Family, Sci-Fi",2018,7.4,False,Drama,35,1.0
"""The Fall""",tv,"Adventure, Animation, Comedy",2015,6.6,False,Adventure,8,1.0
"""The Inheritance""",tv,"Action, Adventure, Animation",2019,6.8,False,Action,1,1.0
"""My Love: Six Stories of True Love""",tv,"Action, Adventure, Animation",2018,6.7,False,Action,1,1.0
"""Below Deck""",tv,"Documentary, Talk-Show",2017,6.2,False,Documentary,34,1.0
"""Morden im Norden""",tv,"Comedy, Romance",2018,7.8,False,Comedy,23,1.0
"""Black Butler""",tv,"Animation, Mystery, Short",2018,7.6,False,Animation,12,1.0
